1.159805787779408703e+01,-1.063953400087469703e+01,-6.160845914910524357e+00,-5.421779552812164127e+01,-1.389641866389587044e+01,3.353083406050912885e+01,7.291937770465830226e+01,-2.467654407371576752e+01,4.268908101585113357e+00,4.397839836052293450e+00,3.580651856612404771e+01,1.359447865847164483e+00,-8.222535336226975744e+00,5.753716911451053129e+00,-1.597827185065665567e+01,1.946782089996778708e+01,2.476381368009622719e+00,-2.372056598780693548e+01,4.233770667701225676e+01,-3.532893338068854661e+01,-5.054245709491680394e+00,3.155808225205051443e+01,4.062078217619316689e+01,-1.288356126558992720e+01,5.729599308116378076e+00
1.632780390198961040e+00,-2.028786316650455746e+01,-2.214217514372404949e+01,5.910294537317935415e+00,-4.775165254641499324e+00,-8.426917331763972285e+00,-1.259748857282269974e+01,-2.801062055348936752e+01,-2.427262943854135457e+01,-6.973490255606053623e+00,-1.076778796588728504e+01,-1.659744822839878964e+01,1.795265740000653665e+01,3.516747817490607275e+01,2.053921625926836114e+01,1.869350339988225329e+01,-6.031115088869195340e+00,1.271365875355249386e+01,2.295129310960590985e+01,5.404916398336338190e+00,1.797889171963883115e+01,-1.448148346693904642e+01,-5.296735228047055877e+00,-7.197242503615983722e+00,-8.549330222231844800e+00
-1.137371446419113852e+01,2.638782164297553834e+01,-1.843704584641130140e+01,-1.306827134386407252e+01,5.836020432485482523e-01,1.069738446096770268e+00,8.327311567914748025e+00,-1.696248262221726932e+01,-3.680635249420384980e+01,4.364458990544155625e+01,-1.587720913026346548e+00,-2.869296945602890059e+00,-1.160891165344815956e+00,-1.735768986546723625e+01,-5.355724909698313496e+00,8.921441932576172462e+00,-1.757960289400449128e+01,2.710585784112532481e-01,-1.761718874407565139e+01,-1.032095991845083738e+01,-5.676637645980516567e+01,-2.130619106696300946e+01,-2.601591028222040691e+01,2.973301203949563387e+01,1.694524431412875742e+01
6.389402722027416814e+01,2.071519833155921475e+01,1.075212936246230200e+01,-2.811722361182385654e+01,-2.297400701370039755e+01,-1.295025511683672725e+01,-6.640723112907366499e+01,2.410434064227336748e+01,1.813773225440183623e+01,3.793750673431861031e+01,-4.127698678258684417e+00,-1.703270276176866815e+01,4.883247216700261362e+01,4.757128139935601574e+00,3.574431647737272044e+01,9.027416106637190518e-01,-1.279489711615799408e+01,-2.115931102431375876e+01,1.928406036761995068e+01,2.084303103656299339e+00,2.896042251409835444e+01,-2.887889324041569594e+01,2.001849829952016790e+01,-1.668704513812624057e+01,-1.342589663637595443e+01
2.656326547759300638e+01,1.318673290936731846e+01,-3.168105745255957117e+01,-2.830596564985077990e+01,-5.052470057892446853e+00,2.813135739510197553e+01,1.103425133548025627e+01,-1.696538792241330418e+00,3.333404206784181412e+01,-1.418988376460935186e+01,-1.984623694399092475e-01,-3.285598852564819428e+00,5.702357312392417832e+00,-9.272996053362874136e+00,2.648613118414685630e+01,-2.714599885378962352e+00,-3.569946933569201519e+01,-3.318765344010751850e+00,-2.393685701717079439e+01,6.528333456348662800e+00,-1.128654959501402821e+01,7.429702428703376427e+01,1.859396709563736749e+01,-3.613505309451481651e+01,-5.542009270226224693e+00
3.222652841600457663e+01,-2.221865005554096495e+00,9.170961138951749803e+00,2.827688685372642396e+01,-2.544537169027247003e+01,1.966199506682402287e+01,-5.371997879164973000e+01,3.388233822089448921e+01,-6.619554268741642034e+01,2.045382864179605420e+01,1.190559676533465527e+01,1.385607645388802744e+01,-2.384739900832244075e+01,-8.539237781043709674e+00,2.479411830280620777e+01,1.817569540508215553e+01,1.524496441808673275e+01,3.041939951144611953e+01,-8.486923966865292712e+00,-3.755315507063654934e+01,2.055495594733983111e+01,2.985013346873282813e+01,-2.320678082482158189e+01,3.567265689198004708e+01,1.068109991887791921e+01
3.525963259067321331e+01,-3.445019416739245344e+01,6.029741121162083495e+00,1.375338608926644834e+00,6.791599145426125084e+00,-3.108702604714433804e+01,-5.715594288290902547e+00,4.734770137804019186e+01,1.905247954958949919e+01,-1.020646757528190385e+01,2.217379141324040859e+01,1.452086445190156283e+00,2.867195161979376650e+01,-1.727112183089802855e+01,-1.896199202707648368e+01,4.736484130170369156e+01,3.082459909273845255e+01,-7.708410665172314991e-01,-2.945101755549780975e+01,6.104399102424109103e+00,2.839064622964341567e+01,1.717287421958231874e+01,-1.481499400552603518e+01,-4.668152004496061380e+01,-8.066418859379352213e+00
1.099248632013139648e+01,3.176677961516051241e+01,-1.742687146973952395e+01,-3.055703121855409599e+00,4.928593380673075508e+00,2.543215513247799819e+00,2.203861450459528015e+01,1.560925635188356608e+01,2.184766019801801562e+01,-9.381502305983982382e+00,-3.063053150524476109e+01,1.377335335489072499e+01,1.018824576402957405e+01,-4.257619953512526223e+01,-3.713367762355645141e+01,-4.439551425471736934e+01,-2.776587888706283813e+00,1.579298547206221137e+01,7.967477186738999961e+00,2.814897898296992196e+01,-2.821861326488149579e+00,1.887849954289979593e+01,-1.049156421444643783e+01,2.393146439631595790e+00,-6.759999344575142288e+00
3.057978874121748092e+01,1.533857289967489201e+01,2.197567901539226654e+01,-2.875051852935192720e+00,-1.226314417409890467e+01,9.448209314299379713e+00,-5.618096232555638636e+01,-2.586283953283671622e+01,5.169741027468804617e+01,-2.671364156905007192e+01,-1.713988297029395369e+01,-3.739067025150436763e+01,-6.217936401669675206e+00,2.949273950713496006e+01,-9.711264763326316052e-01,1.509332715912650791e+01,-1.002378796863202526e-01,3.111025925592450392e+01,1.991223645565874634e+01,6.168711843025658226e+00,-3.394822218459196961e+01,-3.539555657251750631e+01,-5.694273313859877561e+01,2.268381524765283075e+01,-1.848552168565698040e+01
-4.708700332837560154e+01,5.786322607455735323e+01,-2.946087878385088032e+01,-3.069535501095164420e+01,2.162309711566584269e+01,2.239066003149382311e+01,7.271767549972675937e+00,-3.877225312595775364e+01,-5.103092245459961429e-02,1.915700086272248370e+01,-1.595840847404321750e+01,-1.534898843458389095e+01,-3.045336994518188689e+01,-3.859608089579320733e+01,-2.359229692665243405e+01,4.977054781074916612e+00,6.176943498848357805e+00,-3.110721713187527371e+01,4.102945508079184123e+00,2.966987879051632859e+01,-1.691266695577716916e+01,-4.721869853190421296e+00,6.967880513396007558e-01,-5.586051620949508134e-01,-8.185894399668347532e+00
